TxnID,TxnDate,Store,SKU,Category,Brand,UnitsSold,OnHandStock,UnitCost,UnitPrice,Revenue,DaysOfCover,LowStockFlag,
931665,2024-09-20,Store-01,SKU-00549,Beverages,Nova,3,133,95.66,131.95,395.85,44.33,0,
931666,2024-10-12,Store-07,SKU-01275,Home,BlueBay,5,95,130.75,199.87,999.35,19.00,0,
931667,2024-12-24,Store-11,SKU-00061,Personal Care,BlueBay,7,210,36.38,66.19,463.33,30.00,0,
931668,2024-10-17,Store-16,SKU-00658,Home,Aster,1,55,205.66,318.98,318.98,55.00,0,
931669,2024-12-31,Store-24,SKU-00986,Home,Urban,4,113,49.97,79.94,319.76,28.25,0,
931670,2024-07-31,Store-02,SKU-00402,Personal Care,FreshCo,1,10,53.51,92.20,92.20,10.00,0,
931671,2024-12-09,Store-18,SKU-00310,Grocery,Peak,1,45,91.44,128.71,128.71,45.00,0,
931672,2024-10-10,Store-19,SKU-01402,Personal Care,FreshCo,2,25,21.51,39.48,78.96,12.50,0,
931673,2024-07-05,Store-10,SKU-01311,Beverages,Urban,4,81,8.85,12.74,50.96,20.25,0,
931674,2024-12-27,Store-04,SKU-01615,Grocery,Nova,2,52,40.50,53.18,106.36,26.00,0,
931675,2024-12-26,Store-24,SKU-01701,Personal Care,Nova,1,43,180.73,338.64,338.64,43.00,0,
931676,2024-09-18,Store-03,SKU-01364,Snacks,FreshCo,2,85,149.49,227.64,455.28,42.50,0,
931677,2024-12-24,Store-13,SKU-00860,Home,FreshCo,2,234,80.28,118.74,237.48,117.00,0,
931678,2024-07-31,Store-06,SKU-01604,Personal Care,Nova,2,165,110.65,205.10,410.20,82.50,0,
931679,2024-11-10,Store-10,SKU-00968,Grocery,Peak,3,215,147.85,191.79,575.37,71.67,0,
931680,2024-08-11,Store-08,SKU-00954,Beverages,Urban,4,143,90.11,134.22,536.88,35.75,0,
931681,2024-08-22,Store-10,SKU-00896,Home,Peak,4,235,24.30,39.77,159.08,58.75,0,
931682,2024-11-26,Store-02,SKU-01234,Beverages,Nova,3,153,202.92,291.88,875.64,51.00,0,
931683,2024-09-17,Store-20,SKU-01376,Grocery,BlueBay,3,36,211.88,268.75,806.25,12.00,0,
931685,2024-09-24,Store-01,SKU-01623,Home,Aster,1,201,78.04,115.09,115.09,201.00,0,
931686,2024-08-18,Store-11,SKU-00062,Grocery,Urban,3,155,28.00,37.24,111.72,51.67,0,
931687,2024-11-11,Store-24,SKU-01103,Snacks,Peak,2,49,45.84,71.15,142.30,24.50,0,
931688,2024-08-11,Store-01,SKU-01772,Beverages,Peak,1,84,152.47,222.50,222.50,84.00,0,
931689,2024-12-06,Store-25,SKU-00263,Snacks,BlueBay,2,159,122.81,204.50,409.00,79.50,0,
931690,2024-08-26,Store-22,SKU-00880,Grocery,Urban,2,23,134.35,188.69,377.38,11.50,0,
931691,2024-09-20,Store-16,SKU-01183,Home,BlueBay,5,87,146.82,241.18,1205.90,17.40,0,
931692,2024-09-02,Store-12,SKU-00255,Snacks,FreshCo,5,44,173.25,292.16,1460.80,8.80,0,
931693,2024-11-04,Store-12,SKU-00864,Grocery,Urban,5,6,181.56,241.30,1206.50,1.20,1,
931694,2024-07-23,Store-19,SKU-00040,Personal Care,Nova,4,196,125.45,233.97,935.88,49.00,0,
931695,2024-10-06,Store-13,SKU-01614,Beverages,Urban,5,193,85.30,121.63,608.15,38.60,0,
931696,2024-09-09,Store-08,SKU-00339,Grocery,Peak,6,108,121.78,168.82,1012.92,18.00,0,
931697,2024-12-13,Store-02,SKU-01714,Beverages,FreshCo,3,161,25.82,35.94,107.82,53.67,0,
931698,2024-07-16,Store-19,SKU-01000,Snacks,FreshCo,2,8,26.57,42.45,84.90,4.00,1,
931699,2024-12-04,Store-14,SKU-00080,Home,FreshCo,3,6,135.23,206.86,620.58,2.00,1,
931700,2024-08-06,Store-23,SKU-00193,Beverages,Aster,3,190,120.70,172.97,518.91,63.33,0,
931701,2024-07-20,Store-01,SKU-00025,Personal Care,Peak,2,246,108.80,201.44,402.88,123.00,0,
931702,2024-08-13,Store-25,SKU-01672,Beverages,FreshCo,3,37,176.67,261.92,785.76,12.33,0,
931703,2024-07-23,Store-09,SKU-01319,Personal Care,FreshCo,4,80,166.67,302.97,1211.88,20.00,0,
931704,2024-10-14,Store-19,SKU-01184,Grocery,Peak,2,123,205.50,284.91,569.82,61.50,0,
931705,2024-12-30,Store-14,SKU-00776,Home,Aster,3,115,191.61,289.89,869.67,38.33,0,
931706,2024-07-08,Store-04,SKU-00653,Home,FreshCo,2,182,52.37,78.07,156.14,91.00,0,
931707,2024-10-03,Store-02,SKU-01731,Snacks,BlueBay,3,220,65.70,112.55,337.65,73.33,0,
931708,2024-09-19,Store-10,SKU-01218,Personal Care,FreshCo,3,240,177.18,306.51,919.53,80.00,0,
931709,2024-09-10,Store-15,SKU-00877,Snacks,Peak,4,206,53.31,85.43,341.72,51.50,0,
931710,2024-09-08,Store-01,SKU-00924,Grocery,Peak,2,148,160.13,207.20,414.40,74.00,0,
931711,2024-12-14,Store-11,SKU-00516,Beverages,Urban,2,104,78.07,116.31,232.62,52.00,0,
931712,2024-07-05,Store-16,SKU-01303,Personal Care,Aster,3,64,218.86,366.40,1099.20,21.33,0,
931713,2024-11-25,Store-13,SKU-01314,Grocery,Nova,5,84,51.05,69.34,346.70,16.80,0,
931714,2024-08-23,Store-08,SKU-00606,Personal Care,Nova,3,203,64.82,110.65,331.95,67.67,0,
931715,2024-09-18,Store-09,SKU-01210,Home,Nova,1,47,170.02,277.22,277.22,47.00,0,
931716,2024-09-26,Store-15,SKU-00329,Grocery,Nova,4,207,80.81,103.84,415.36,51.75,0,
931717,2024-09-03,Store-25,SKU-01299,Grocery,Nova,3,83,37.47,53.02,159.06,27.67,0,
931718,2024-07-21,Store-05,SKU-01673,Snacks,Aster,3,98,162.10,263.06,789.18,32.67,0,
931719,2024-07-25,Store-21,SKU-01559,Personal Care,BlueBay,4,84,30.56,52.19,208.76,21.00,0,
931720,2024-09-02,Store-21,SKU-01739,Personal Care,Peak,4,208,157.00,276.46,1105.84,52.00,0,
931721,2024-12-02,Store-22,SKU-00525,Snacks,Peak,3,243,205.97,344.74,1034.22,81.00,0,
931722,2024-07-30,Store-20,SKU-01501,Grocery,Nova,1,111,195.64,247.81,247.81,111.00,0,
931723,2024-11-20,Store-18,SKU-01352,Personal Care,Aster,4,174,168.69,287.21,1148.84,43.50,0,
931724,2024-08-31,Store-02,SKU-00366,Snacks,Urban,2,68,89.87,154.00,308.00,34.00,0,
931725,2024-12-12,Store-22,SKU-01029,Personal Care,Urban,2,44,214.10,384.55,769.10,22.00,0,
931726,2024-09-27,Store-05,SKU-01008,Personal Care,BlueBay,5,224,45.25,83.38,416.90,44.80,0,
931727,2024-08-07,Store-20,SKU-00475,Grocery,Urban,6,4,147.27,189.28,1135.68,0.67,1,
931728,2024-12-29,Store-16,SKU-01447,Beverages,BlueBay,3,123,199.19,300.71,902.13,41.00,0,
931729,2024-08-08,Store-16,SKU-01400,Beverages,Aster,6,60,168.63,245.71,1474.26,10.00,0,
931730,2024-10-22,Store-22,SKU-01174,Grocery,FreshCo,3,67,42.40,53.63,160.89,22.33,0,
931731,2024-10-23,Store-04,SKU-01430,Beverages,Urban,2,32,214.38,327.22,654.44,16.00,0,
931732,2024-09-16,Store-20,SKU-00773,Home,Peak,1,49,132.11,195.99,195.99,49.00,0,
931733,2024-12-24,Store-22,SKU-00446,Personal Care,Nova,4,147,165.41,308.80,1235.20,36.75,0,
931734,2024-12-06,Store-11,SKU-01460,Beverages,FreshCo,2,122,101.19,146.42,292.84,61.00,0,
931735,2024-12-04,Store-20,SKU-01447,Grocery,Nova,2,10,24.48,34.08,68.16,5.00,1,
931736,2024-12-27,Store-16,SKU-00794,Home,Peak,3,147,192.32,304.09,912.27,49.00,0,
931737,2024-10-03,Store-25,SKU-00117,Snacks,Nova,3,138,116.74,184.39,553.17,46.00,0,
931738,2024-07-22,Store-23,SKU-01616,Grocery,BlueBay,4,79,129.04,170.55,682.20,19.75,0,
931739,2024-11-23,Store-12,SKU-01149,Beverages,Aster,3,144,18.57,27.40,82.20,48.00,0,
931740,2024-09-18,Store-06,SKU-01464,Snacks,BlueBay,2,97,163.62,267.84,535.68,48.50,0,
931741,2024-08-10,Store-16,SKU-00396,Beverages,Aster,3,215,82.81,126.64,379.92,71.67,0,
931742,2024-10-07,Store-19,SKU-01676,Snacks,Peak,2,48,189.51,292.89,585.78,24.00,0,
931743,2024-12-19,Store-11,SKU-01376,Personal Care,Urban,2,110,49.40,93.10,186.20,55.00,0,
931744,2024-08-07,Store-12,SKU-00389,Snacks,Urban,1,198,76.07,122.58,122.58,198.00,0,
931745,2024-12-07,Store-04,SKU-00612,Beverages,Nova,4,61,18.50,25.22,100.88,15.25,0,
931746,2024-09-25,Store-13,SKU-01628,Home,Peak,4,118,192.65,288.11,1152.44,29.50,0,
931747,2024-07-30,Store-02,SKU-01526,Personal Care,Peak,2,56,90.41,152.54,305.08,28.00,0,
931748,2024-12-07,Store-19,SKU-01660,Beverages,Aster,2,148,180.07,247.03,494.06,74.00,0,
931749,2024-12-27,Store-11,SKU-00759,Snacks,Urban,2,102,217.24,367.18,734.36,51.00,0,
931750,2024-08-31,Store-01,SKU-00435,Grocery,Urban,5,80,48.98,67.33,336.65,16.00,0,
931751,2024-09-03,Store-09,SKU-01260,Snacks,FreshCo,1,27,68.40,116.12,116.12,27.00,0,
931752,2024-09-20,Store-10,SKU-01540,Grocery,Aster,4,78,180.51,227.50,910.00,19.50,0,
931753,2024-12-01,Store-03,SKU-00359,Personal Care,Urban,2,161,35.38,65.24,130.48,80.50,0,
931754,2024-07-03,Store-08,SKU-01629,Grocery,Urban,4,123,125.80,170.13,680.52,30.75,0,
931755,2024-08-17,Store-16,SKU-00979,Personal Care,BlueBay,3,170,90.59,162.17,486.51,56.67,0,
931756,2024-11-14,Store-04,SKU-00793,Grocery,Nova,2,205,207.46,272.56,545.12,102.50,0,
931757,2024-09-23,Store-11,SKU-01763,Grocery,Urban,2,223,132.68,186.95,373.90,111.50,0,
931758,2024-09-08,Store-08,SKU-00664,Personal Care,Nova,2,72,164.80,287.93,575.86,36.00,0,
931759,2024-12-11,Store-07,SKU-01208,Personal Care,Urban,4,51,122.71,226.90,907.60,12.75,0,
931760,2024-12-18,Store-20,SKU-00275,Grocery,BlueBay,2,29,57.77,80.70,161.40,14.50,0,
931761,2024-12-23,Store-15,SKU-00863,Snacks,BlueBay,3,176,39.28,65.04,195.12,58.67,0,
931762,2024-08-27,Store-23,SKU-01619,Home,Nova,4,6,67.36,110.42,441.68,1.50,1,
931763,2024-12-17,Store-08,SKU-00608,Beverages,Aster,5,243,179.27,274.23,1371.15,48.60,0,
931764,2024-11-19,Store-10,SKU-01229,Snacks,Nova,3,149,106.21,177.06,531.18,49.67,0,
931765,2024-08-03,Store-19,SKU-00046,Snacks,Urban,3,153,18.16,27.87,83.61,51.00,0,
931766,2024-10-30,Store-05,SKU-01682,Beverages,Aster,2,43,128.21,193.23,386.46,21.50,0,
931767,2024-07-06,Store-03,SKU-01213,Grocery,BlueBay,2,76,128.86,170.04,340.08,38.00,0,
931768,2024-11-14,Store-07,SKU-00583,Beverages,Peak,6,176,82.12,119.65,717.90,29.33,0,
931769,2024-11-18,Store-06,SKU-01069,Grocery,Urban,5,189,136.87,185.79,928.95,37.80,0,
931770,2024-11-27,Store-17,SKU-00728,Home,Urban,3,152,22.84,37.43,112.29,50.67,0,
931771,2024-08-07,Store-10,SKU-00633,Snacks,FreshCo,2,98,144.81,239.29,478.58,49.00,0,
931772,2024-11-02,Store-21,SKU-00430,Grocery,FreshCo,2,162,10.99,14.79,29.58,81.00,0,
931773,2024-08-08,Store-20,SKU-01041,Beverages,Aster,2,146,169.41,248.80,497.60,73.00,0,
931774,2024-12-23,Store-15,SKU-01423,Home,BlueBay,2,242,207.76,307.51,615.02,121.00,0,
931775,2024-11-09,Store-02,SKU-00329,Grocery,Peak,3,214,11.60,14.78,44.34,71.33,0,
931776,2024-07-21,Store-01,SKU-01635,Grocery,Nova,2,7,122.74,156.19,312.38,3.50,1,
931777,2024-08-10,Store-12,SKU-01074,Home,BlueBay,4,208,38.80,61.92,247.68,52.00,0,
931778,2024-11-07,Store-13,SKU-01399,Snacks,FreshCo,1,242,20.56,33.55,33.55,242.00,0,
931779,2024-10-06,Store-12,SKU-00651,Personal Care,Peak,4,140,181.66,336.55,1346.20,35.00,0,
931780,2024-11-19,Store-12,SKU-00682,Home,Peak,2,186,130.56,207.31,414.62,93.00,0,
931781,2024-08-29,Store-07,SKU-00606,Grocery,Aster,4,0,66.49,86.17,344.68,0.00,1,
931782,2024-11-07,Store-07,SKU-01237,Home,Nova,4,220,205.02,335.04,1340.16,55.00,0,
931783,2024-08-08,Store-06,SKU-01021,Snacks,Aster,3,211,119.25,189.81,569.43,70.33,0,
931784,2024-10-18,Store-13,SKU-00939,Grocery,Peak,1,225,94.75,121.31,121.31,225.00,0,
931785,2024-12-25,Store-21,SKU-00035,Home,Nova,4,149,30.52,47.84,191.36,37.25,0,
931786,2024-11-02,Store-09,SKU-00059,Personal Care,BlueBay,4,258,77.25,143.51,574.04,64.50,0,
931787,2024-07-11,Store-16,SKU-01023,Personal Care,Urban,4,170,160.21,276.56,1106.24,42.50,0,
931788,2024-12-30,Store-02,SKU-00652,Home,FreshCo,2,29,73.73,109.79,219.58,14.50,0,
931789,2024-08-04,Store-11,SKU-00969,Grocery,BlueBay,3,164,24.97,32.67,98.01,54.67,0,
931790,2024-11-16,Store-03,SKU-00524,Snacks,Nova,4,154,116.90,192.93,771.72,38.50,0,
931791,2024-10-16,Store-09,SKU-00540,Grocery,FreshCo,8,259,79.28,112.32,898.56,32.38,0,
931792,2024-09-01,Store-12,SKU-00733,Snacks,BlueBay,4,234,149.69,254.20,1016.80,58.50,0,
931793,2024-08-08,Store-02,SKU-01710,Home,Urban,5,51,188.48,308.53,1542.65,10.20,0,
931794,2024-08-08,Store-19,SKU-00877,Snacks,BlueBay,4,246,69.01,114.97,459.88,61.50,0,
931795,2024-12-08,Store-06,SKU-00867,Personal Care,BlueBay,2,131,65.52,122.01,244.02,65.50,0,
931796,2024-12-11,Store-23,SKU-00797,Grocery,Aster,3,205,106.13,137.33,411.99,68.33,0,
931797,2024-10-04,Store-18,SKU-00376,Personal Care,Aster,3,21,164.35,288.67,866.01,7.00,0,
931798,2024-07-23,Store-13,SKU-01152,Snacks,Peak,1,251,145.34,235.43,235.43,251.00,0,
931799,2024-12-13,Store-14,SKU-01523,Grocery,Aster,3,215,113.84,161.90,485.70,71.67,0,
931800,2024-10-08,Store-08,SKU-01680,Personal Care,Nova,6,149,125.47,225.80,1354.80,24.83,0,
931801,2024-09-29,Store-09,SKU-01792,Beverages,FreshCo,3,146,10.97,14.96,44.88,48.67,0,
931802,2024-09-23,Store-13,SKU-00814,Grocery,BlueBay,6,126,15.67,19.77,118.62,21.00,0,
931803,2024-09-15,Store-17,SKU-01244,Grocery,Nova,2,52,76.36,105.07,210.14,26.00,0,
931804,2024-10-15,Store-06,SKU-00193,Grocery,FreshCo,3,80,14.43,20.03,60.09,26.67,0,
931805,2024-10-29,Store-20,SKU-00797,Personal Care,Urban,3,45,180.82,332.69,998.07,15.00,0,
931806,2024-10-04,Store-10,SKU-01076,Snacks,FreshCo,3,252,179.49,283.59,850.77,84.00,0,
931807,2024-12-15,Store-11,SKU-01576,Home,Peak,1,18,198.41,297.24,297.24,18.00,0,
931808,2024-09-05,Store-10,SKU-00518,Grocery,Aster,3,108,112.72,146.03,438.09,36.00,0,
931809,2024-10-24,Store-21,SKU-01189,Personal Care,Nova,5,246,69.01,122.83,614.15,49.20,0,
931810,2024-09-02,Store-06,SKU-00918,Snacks,BlueBay,3,231,17.32,29.77,89.31,77.00,0,
931811,2024-11-22,Store-06,SKU-01287,Personal Care,Nova,1,232,167.15,281.09,281.09,232.00,0,
931812,2024-07-23,Store-15,SKU-00385,Grocery,BlueBay,2,219,41.92,58.35,116.70,109.50,0,
931813,2024-08-10,Store-07,SKU-00589,Grocery,Aster,3,146,200.39,271.29,813.87,48.67,0,
931814,2024-11-29,Store-25,SKU-01200,Home,Urban,4,175,47.99,79.84,319.36,43.75,0,
931815,2024-08-09,Store-12,SKU-01459,Grocery,FreshCo,8,228,71.66,90.28,722.24,28.50,0,
931816,2024-11-02,Store-20,SKU-01260,Personal Care,Nova,3,104,116.58,209.92,629.76,34.67,0,
931817,2024-12-27,Store-09,SKU-00142,Snacks,BlueBay,1,251,156.32,253.72,253.72,251.00,0,
931818,2024-10-14,Store-01,SKU-00335,Snacks,Peak,4,186,114.30,177.81,711.24,46.50,0,
931819,2024-08-10,Store-25,SKU-00767,Personal Care,BlueBay,4,214,170.75,318.47,1273.88,53.50,0,
931820,2024-09-06,Store-24,SKU-01713,Snacks,Nova,4,250,21.23,36.44,145.76,62.50,0,
931821,2024-12-03,Store-16,SKU-00425,Personal Care,BlueBay,4,85,112.64,207.20,828.80,21.25,0,
931822,2024-09-12,Store-18,SKU-00708,Snacks,BlueBay,3,77,16.27,25.12,75.36,25.67,0,
931823,2024-11-17,Store-23,SKU-01266,Grocery,BlueBay,3,21,155.79,200.56,601.68,7.00,0,
931824,2024-11-25,Store-07,SKU-01772,Grocery,Aster,2,84,79.09,102.63,205.26,42.00,0,
931825,2024-10-10,Store-18,SKU-00107,Snacks,Peak,3,134,138.88,224.30,672.90,44.67,0,
931826,2024-11-26,Store-08,SKU-00725,Grocery,Urban,2,51,203.65,262.01,524.02,25.50,0,
931827,2024-09-05,Store-22,SKU-00887,Personal Care,Nova,1,136,70.80,122.78,122.78,136.00,0,
931828,2024-10-13,Store-15,SKU-00597,Grocery,FreshCo,1,178,53.02,70.53,70.53,178.00,0,
931829,2024-11-11,Store-06,SKU-00446,Personal Care,Peak,2,35,34.80,63.07,126.14,17.50,0,
931830,2024-08-06,Store-21,SKU-01337,Personal Care,Nova,4,155,177.42,316.19,1264.76,38.75,0,
931831,2024-08-28,Store-12,SKU-01166,Snacks,FreshCo,2,232,56.17,88.78,177.56,116.00,0,
931832,2024-11-06,Store-15,SKU-00834,Beverages,Peak,3,58,202.34,283.71,851.13,19.33,0,
931833,2024-11-06,Store-24,SKU-00075,Grocery,FreshCo,1,245,124.91,176.95,176.95,245.00,0,
931834,2024-10-09,Store-15,SKU-01701,Personal Care,Peak,2,113,32.64,60.66,121.32,56.50,0,
931835,2024-11-28,Store-10,SKU-00590,Snacks,FreshCo,2,220,127.55,218.20,436.40,110.00,0,
931836,2024-10-07,Store-09,SKU-00431,Personal Care,FreshCo,3,252,10.33,17.50,52.50,84.00,0,
931837,2024-12-12,Store-14,SKU-01213,Personal Care,Nova,5,144,85.82,151.46,757.30,28.80,0,
931838,2024-11-19,Store-21,SKU-00340,Grocery,Peak,4,27,126.80,175.18,700.72,6.75,1,
931839,2024-09-05,Store-14,SKU-00227,Personal Care,Urban,1,198,137.56,255.51,255.51,198.00,0,
931840,2024-09-21,Store-17,SKU-01307,Snacks,BlueBay,5,208,11.81,19.85,99.25,41.60,0,
931841,2024-11-08,Store-11,SKU-00689,Snacks,FreshCo,3,76,34.98,59.07,177.21,25.33,0,
931842,2024-12-14,Store-06,SKU-01468,Beverages,BlueBay,4,17,10.18,14.40,57.60,4.25,1,
931843,2024-08-08,Store-12,SKU-01478,Home,Nova,1,222,202.73,324.79,324.79,222.00,0,
931844,2024-10-13,Store-17,SKU-00583,Beverages,Nova,3,11,191.66,261.53,784.59,3.67,1,
931845,2024-07-26,Store-05,SKU-01453,Personal Care,Peak,1,14,176.90,308.11,308.11,14.00,0,
931846,2024-08-29,Store-06,SKU-00257,Personal Care,BlueBay,1,11,203.44,384.07,384.07,11.00,0,
931847,2024-11-11,Store-03,SKU-01318,Snacks,Nova,3,253,118.52,197.17,591.51,84.33,0,
931848,2024-07-17,Store-01,SKU-01425,Grocery,BlueBay,2,33,70.87,93.33,186.66,16.50,0,
931849,2024-11-07,Store-18,SKU-00998,Personal Care,BlueBay,7,8,90.16,165.87,1161.09,1.14,1,
931850,2024-12-15,Store-14,SKU-00356,Personal Care,Aster,2,148,185.77,348.68,697.36,74.00,0,
931851,2024-12-26,Store-12,SKU-01446,Snacks,FreshCo,2,239,28.01,45.19,90.38,119.50,0,
931852,2024-08-16,Store-12,SKU-00129,Grocery,Peak,3,5,83.41,108.45,325.35,1.67,1,
931853,2024-11-21,Store-11,SKU-00897,Personal Care,Aster,4,89,71.03,127.90,511.60,22.25,0,
931854,2024-12-19,Store-19,SKU-01619,Home,FreshCo,4,243,97.06,162.36,649.44,60.75,0,
931855,2024-07-20,Store-03,SKU-01526,Snacks,Peak,2,152,39.81,62.15,124.30,76.00,0,
931856,2024-09-24,Store-02,SKU-00670,Home,Peak,4,53,109.21,175.87,703.48,13.25,0,
931857,2024-12-18,Store-22,SKU-01485,Home,Urban,2,58,33.28,54.55,109.10,29.00,0,
931858,2024-08-13,Store-07,SKU-01031,Beverages,Nova,5,201,97.56,139.86,699.30,40.20,0,
931859,2024-12-21,Store-21,SKU-01387,Home,Peak,4,45,51.38,79.08,316.32,11.25,0,
931860,2024-10-15,Store-23,SKU-01684,Home,Nova,3,225,31.61,51.17,153.51,75.00,0,
931861,2024-07-22,Store-12,SKU-01068,Grocery,BlueBay,3,13,209.37,295.61,886.83,4.33,1,
931862,2024-10-01,Store-19,SKU-00969,Home,Aster,3,127,81.51,131.30,393.90,42.33,0,
931863,2024-09-07,Store-21,SKU-00525,Beverages,Nova,2,35,190.32,260.08,520.16,17.50,0,
931864,2024-08-29,Store-13,SKU-00807,Personal Care,Urban,1,232,137.04,250.10,250.10,232.00,0,
931865,2024-10-18,Store-19,SKU-01556,Grocery,Aster,4,128,216.70,295.66,1182.64,32.00,0,
931866,2024-10-07,Store-04,SKU-00985,Snacks,Urban,4,204,28.10,44.54,178.16,51.00,0,
931867,2024-10-07,Store-22,SKU-01029,Home,Urban,4,225,111.58,175.81,703.24,56.25,0,
931868,2024-07-20,Store-12,SKU-01136,Snacks,Aster,4,26,163.18,255.55,1022.20,6.50,1,
931869,2024-11-29,Store-04,SKU-00564,Snacks,Urban,3,218,197.03,315.52,946.56,72.67,0,
931870,2024-10-07,Store-13,SKU-00409,Grocery,BlueBay,3,239,8.87,12.64,37.92,79.67,0,
931871,2024-12-02,Store-20,SKU-00908,Snacks,FreshCo,3,110,70.46,120.92,362.76,36.67,0,
931872,2024-12-03,Store-07,SKU-00986,Grocery,Nova,2,118,118.56,149.76,299.52,59.00,0,
931873,2024-09-05,Store-06,SKU-01464,Home,Aster,1,101,172.97,281.77,281.77,101.00,0,
931874,2024-07-01,Store-12,SKU-01494,Grocery,Urban,4,229,135.80,174.92,699.68,57.25,0,
931875,2024-12-17,Store-12,SKU-01409,Grocery,Aster,2,66,184.59,249.10,498.20,33.00,0,
931876,2024-11-23,Store-16,SKU-01608,Grocery,Urban,5,152,163.43,221.41,1107.05,30.40,0,
931877,2024-07-24,Store-13,SKU-00484,Grocery,Nova,4,50,104.64,147.83,591.32,12.50,0,
931878,2024-11-13,Store-17,SKU-00177,Snacks,Peak,3,41,84.73,139.70,419.10,13.67,0,
931879,2024-07-05,Store-08,SKU-00963,Home,Nova,4,238,98.72,161.01,644.04,59.50,0,
931880,2024-07-07,Store-01,SKU-00534,Grocery,BlueBay,1,57,27.21,36.19,36.19,57.00,0,
931881,2024-10-15,Store-12,SKU-00370,Grocery,Urban,5,118,34.50,48.77,243.85,23.60,0,
931882,2024-07-21,Store-25,SKU-01000,Grocery,Urban,2,241,173.82,242.38,484.76,120.50,0,
931883,2024-12-26,Store-20,SKU-00469,Grocery,BlueBay,1,139,93.34,118.55,118.55,139.00,0,
931884,2024-12-14,Store-07,SKU-01621,Snacks,BlueBay,2,230,164.06,258.37,516.74,115.00,0,
931885,2024-11-05,Store-21,SKU-01567,Grocery,Urban,2,188,76.58,102.48,204.96,94.00,0,
931886,2024-07-14,Store-12,SKU-00897,Snacks,BlueBay,2,214,44.17,71.74,143.48,107.00,0,
931887,2024-09-07,Store-19,SKU-01769,Grocery,Aster,1,252,177.74,227.03,227.03,252.00,0,
931888,2024-09-16,Store-13,SKU-00923,Snacks,BlueBay,2,246,19.75,33.82,67.64,123.00,0,
931889,2024-10-07,Store-24,SKU-00770,Beverages,Aster,2,223,146.52,204.86,409.72,111.50,0,
931890,2024-08-06,Store-10,SKU-01401,Grocery,Aster,2,93,97.89,138.33,276.66,46.50,0,
931891,2024-10-24,Store-02,SKU-00349,Home,Peak,4,10,205.03,326.38,1305.52,2.50,1,
931892,2024-09-29,Store-03,SKU-01530,Home,BlueBay,2,118,129.11,193.59,387.18,59.00,0,
931893,2024-12-23,Store-12,SKU-01002,Grocery,BlueBay,1,111,78.69,100.53,100.53,111.00,0,
931894,2024-12-21,Store-05,SKU-01518,Grocery,Urban,4,20,35.91,47.60,190.40,5.00,1,
931895,2024-10-22,Store-05,SKU-01322,Personal Care,FreshCo,1,227,123.19,220.21,220.21,227.00,0,
931896,2024-11-04,Store-05,SKU-00392,Beverages,Aster,3,215,67.87,97.98,293.94,71.67,0,
931897,2024-07-31,Store-07,SKU-01315,Grocery,Aster,4,236,31.68,40.52,162.08,59.00,0,
931898,2024-08-17,Store-08,SKU-00621,Snacks,BlueBay,3,183,135.92,218.16,654.48,61.00,0,
931899,2024-12-15,Store-24,SKU-00547,Beverages,Urban,2,152,73.58,105.22,210.44,76.00,0,
931900,2024-11-13,Store-19,SKU-00903,Personal Care,Peak,3,60,212.01,386.65,1159.95,20.00,0,
931901,2024-08-10,Store-24,SKU-01559,Grocery,FreshCo,3,80,153.17,193.63,580.89,26.67,0,
931902,2024-10-23,Store-16,SKU-01771,Home,Aster,1,247,217.44,341.59,341.59,247.00,0,
931903,2024-12-21,Store-10,SKU-00302,Home,Nova,6,153,103.32,165.53,993.18,25.50,0,
931904,2024-09-11,Store-13,SKU-00999,Snacks,FreshCo,3,93,201.68,328.55,985.65,31.00,0,
931905,2024-08-09,Store-02,SKU-00787,Snacks,FreshCo,2,130,27.14,45.64,91.28,65.00,0,
931906,2024-12-22,Store-04,SKU-00079,Grocery,FreshCo,4,106,138.60,194.44,777.76,26.50,0,
931907,2024-10-03,Store-02,SKU-00584,Grocery,FreshCo,1,226,177.68,234.96,234.96,226.00,0,
931908,2024-09-25,Store-21,SKU-00609,Beverages,FreshCo,3,143,175.79,237.50,712.50,47.67,0,
931909,2024-08-26,Store-03,SKU-00483,Grocery,Urban,4,210,26.10,35.53,142.12,52.50,0,
931910,2024-12-14,Store-10,SKU-01768,Grocery,FreshCo,2,33,136.65,184.65,369.30,16.50,0,
931911,2024-12-06,Store-11,SKU-01037,Snacks,FreshCo,3,38,203.41,322.39,967.17,12.67,0,
931912,2024-09-22,Store-03,SKU-01458,Home,Nova,5,230,9.10,14.59,72.95,46.00,0,
931913,2024-07-07,Store-05,SKU-00415,Snacks,Peak,3,226,36.41,58.85,176.55,75.33,0,
931914,2024-10-01,Store-20,SKU-01735,Grocery,Peak,2,148,215.27,290.26,580.52,74.00,0,
931915,2024-08-08,Store-06,SKU-00852,Beverages,Aster,4,70,46.60,65.67,262.68,17.50,0,
931916,2024-08-01,Store-21,SKU-00639,Beverages,Aster,2,138,114.15,165.56,331.12,69.00,0,
931917,2024-09-20,Store-13,SKU-00934,Beverages,Urban,2,131,75.73,111.07,222.14,65.50,0,
931918,2024-07-22,Store-05,SKU-00313,Home,FreshCo,6,90,159.70,262.85,1577.10,15.00,0,
931919,2024-12-25,Store-03,SKU-00776,Grocery,Peak,3,89,213.39,278.70,836.10,29.67,0,
